id,name,locationInfo,genres,labels,type,lifeSpan.ended,lifeSpan.begin,lifeSpan.end,gender,deezerFans,id_artist_discogs,dbp_genre
56d8028753a7ddfc01f90ff6,Big Bang,South Korea,"K-Pop, J-Pop, Hip Hop, R&B, Pop",YG Entertainment,Group,FALSE,2006-08-19,,,180925,1794475,"J-pop, Electronic music, Dance music, Contemporary R&B, Hip hop music, Rock music, K-pop"
56d8052a53a7ddfc01f91373,Bligg,"Switzerland, Zurich, Schwamendingen",Hip Hop,"Universal Music, Nation Music",Person,FALSE,1976-09-30,,Male,5399,278381,NA
56d8028f53a7ddfc01f91001,Big Boi,"United States, Georgia, Atlanta",Hip Hop,Def Jam Recordings,Person,FALSE,1975-02-01,,Male,20689,137602,Hip hop music
56d8055753a7ddfc01f913be,Block B,"South Korea, Seoul","Hip Hop, Pop, Dance, K-Pop, R&B",Stardom,Group,FALSE,2011,,,27564,2736097,NA
56d802c053a7ddfc01f91028,Big Geminii,"United States, Texas, Dallas",Hip Hop,NA,,FALSE,,,,51,966273,Hip hop music
56d802c253a7ddfc01f9102f,Big Grams,United States,Experimental Hip Hop,Epic Records,Group,FALSE,2015,,,1387,4630403,Experimental hip hop
56d802c753a7ddfc01f91037,Big Jay McNeely,"United States, California, Los Angeles","Jump Blues, West Coast Blues, Jazz Blues, R&B",JSP Records,Person,FALSE,1927-04-29,,Male,631,332312,"Twelve-bar blues, Jump blues, Rhythm and blues, West Coast blues"
56d802ce53a7ddfc01f91041,Big Kuntry King,"United States, Georgia, Atlanta",Hip Hop,Grand Hustle Records,Person,FALSE,1978,,Male,179,261600,Hip hop music
56d802d153a7ddfc01f91049,Big Mama Thornton,"United States, Alabama, Ariton","Blues, Texas Blues, R&B","Ace Records, Arhoolie Records, Mercury Records, Peacock Records, Vanguard",Person,TRUE,1926-12-11,1984-07-25,Female,44217,283284,"Texas blues, Rhythm and blues"
56d802d153a7ddfc01f9104a,Big Maybelle,"United States, Tennessee, Jackson","R&B, Blues, Gospel, East Coast Blues","Savoy Records, OKeh, Brunswick, Chess Records, Epic Records, Charly Records",Person,TRUE,1924-05-01,1972-01-23,Female,791,412899,"Blues, Gospel music, Rhythm and blues"
56d802d653a7ddfc01f91055,Big Pimpin' Delemond,United States,Hip Hop,"Death Row Records, Death Row Records",Person,FALSE,,,,NULL,173103,NA
56d802da53a7ddfc01f9105b,Big Pokey,"United States, Texas, Houston",Southern Hip Hop,NA,Person,FALSE,1977-12-04,,Male,688,173362,Rapping
56d802df53a7ddfc01f91062,Big Scoob,"United States, Missouri, Kansas City","Hip Hop, Underground Hip Hop",Strange Music,Person,FALSE,,,Male,19,579837,Gangsta rap
56d802e153a7ddfc01f91068,Big Stan,United States,Hip Hop,Def Jam Recordings,,FALSE,,,,701945,188511,NA
56d802eb53a7ddfc01f91078,Big Time Rush,"United States, California, Los Angeles","Pop, R&B, Dance, Electronic Rock","Columbia, Nick Records",Group,FALSE,2009-08-01,,,809764,2125718,Pop music
56d805a253a7ddfc01f91415,Blowfly,"United States, Georgia, Cochran","Funk, R&B, Soul, Parody, Comedy, Proto Rap, Hip Hop","Pandisc Records, Weird World",Person,TRUE,1939-02-14,2016-01-17,Male,456,14115,"Hip hop music, Comedy, Funk, Soul music, Rhythm and blues"
56d805a853a7ddfc01f91421,Blu,"United States, California, San Pedro",Hip Hop,NA,Person,FALSE,1983-04-15,,Male,3485,80569,"Alternative hip hop, Hip hop music"
56d805aa53a7ddfc01f91425,Blu Cantrell,"United States, Rhode Island, Providence","R&B, Soul",Arista,Person,FALSE,1976-10-01,,Female,10193,92900,"Soul music, Contemporary R&B"
56d8030653a7ddfc01f910a8,Bilderbuch,"Austria, Upper Austria, Kremsmünster","Rock, Art Punk, Progressive Rock, Indie Rock, Hip Hop",NA,Group,FALSE,2005,,,12174,1635431,NA
56d8031653a7ddfc01f910bd,Bill Doggett,"United States, Pennsylvania, Philadelphia","Jazz, Blues, R&B",King Records,Person,TRUE,1916-02-16,1996-11-13,Male,258,129365,"Jazz, Rhythm and blues"
56d8031c53a7ddfc01f910cf,Bill Johnson,"United States, Georgia, Augusta","Soul, R&B",Sun Record Company,Person,FALSE,1932-10-16,,Male,177,1005820,NA
56d805df53a7ddfc01f91487,Blueprint,"United States, Ohio, Columbus",Hip Hop,Weightless Recordings,Person,FALSE,,,Male,1311,6527,Hip hop music
56d8035d53a7ddfc01f910fa,Bill Wyman,"England, London, Lewisham","Rock, Rock 'N' Roll, Swing, R&B, Jazz, Blues, Skiffle","Koch Records, Rolling Stones Records, BMG",Person,FALSE,1936-10-24,,Male,5401,272814,"Jazz, Blues, Rock music"
56d8035d53a7ddfc01f910fc,Bill Withers,"United States, West Virginia, Slab Fork","Soul, R&B, Blues, Pop","Sussex Records, Columbia",Person,FALSE,1938-07-04,,Male,230263,59249,"Rhythm and blues, Soul music, Blues, Smooth soul, Funk"
56d805e853a7ddfc01f91496,Bluesology,"England, London, Pinner","Blues, R&B","Fontana, Polydor",Group,FALSE,,,,14,1295449,"Rhythm and blues, Blue-eyed soul, British blues"
56d8035f53a7ddfc01f91101,Billie Davis,"England, Surrey, Woking","Pop, Pop Rock, Soul, R&B","Decca Records, Columbia, United Artists Records, Philips, RCA Victor",Person,FALSE,1945-12-22,,Female,85,292379,NA
56d805ef53a7ddfc01f9149c,Blumentopf,"Germany, Bavaria, Freising",Hip Hop,Four Music,Group,TRUE,1992,2016-10-22,,18201,71256,NA
56d807cd53a7ddfc01f9171f,Boyz II Men,"United States, Pennsylvania, Philadelphia","New Jack Swing, R&B, Soul","Arista, Decca Records, Koch Records, Motown, Universal Records",Group,FALSE,1988,,,263567,101552,"Soul music, Contemporary R&B, New jack swing"
56d8090353a7ddfc01f9194c,Broken Silence (US),"United States, Utah, Salt Lake City",Hip Hop,Arterial Records,,FALSE,,,,NULL,NULL,NA
56d807e453a7ddfc01f91749,Brad Wilk,"United States, California, Irvine","Alternative Metal, Rap Metal, Funk Metal, Alternative Rock, Hard Rock",NA,Person,FALSE,1968-09-05,,Male,91671,332379,"Alternative rock, Alternative metal, Hard rock, Rap metal, Funk metal"
56d807f453a7ddfc01f9176b,Brainpower,"The Netherlands, South Holland, Alphen aan den Rijn",Hip Hop,"Black Star Foundation, EMI, Lyric Recordings",Person,FALSE,1975-02-05,,Male,1385,130210,Dutch hip hop
56d8066653a7ddfc01f9151c,Bob Rum,"Brazil, Rio de Janeiro","Funk Melody, Funk Carioca, Pop-Rap","Som Livre, Spotlight Records",,FALSE,,,,568,2430025,NA
56d803af53a7ddfc01f91154,Billy Ocean,"Trinidad and Tobago, Trinidad, Fyzabad","R&B, Pop, Soul","Jive Records, Epic Records",Person,FALSE,1950-01-21,,Male,26499,77019,"Rhythm and blues, Soul music, Pop music"
56d8081253a7ddfc01f9179d,Brandun DeShay,"United States, Illinois, Chicago",Alternative Hip Hop,Seven7Ceven Music,Person,FALSE,1989-05-10,,Male,NULL,1967270,Hip hop music
56d803b953a7ddfc01f91161,Billy Preston,"United States, Texas, Houston","Funk, Gospel, R&B, Rock, Soul","A&M Records, Apple Records, Buddah Records, Capitol Records, Motown, Vee-Jay Records",Person,TRUE,1946-09-02,2006-06-06,Male,8874,46767,"Funk, Rhythm and blues, Soul music, Gospel music, Rock music"
56d8081453a7ddfc01f917a3,Brandye,United States,"R&B, Soul",Kayvette Records,Group,FALSE,,,,NULL,323581,NA
56d8081553a7ddfc01f917aa,Brandy,"United States, Mississippi, McComb",R&B,RCA Records,Person,FALSE,1979-02-11,,Female,304250,31751,NA
56d8097c53a7ddfc01f919db,Bruno Mars,"United States, Hawaii, Waikiki","Pop, R&B","Atlantic Records, Elektra",Person,FALSE,1985-10-08,,Male,6265949,1357693,NA
56d803eb53a7ddfc01f91198,Bionic Jive,"United States, Arizona, Phoenix","Heavy Metal, Rap Metal, Rapcore, Nu Metal",Interscope Records,Group,FALSE,1998,,,264,649334,"Funk metal, Alternative metal, Nu metal"
56d806aa53a7ddfc01f91587,Bobby Womack,"United States, Ohio, Cleveland","Doo-wop, Funk, Gospel, Jazz, R&B, Rock, Rock 'N' Roll, Soul, Soul Blues","MCA Records, Columbia, United Artists Records",Person,TRUE,1944-03-04,2014-06-27,Male,65470,10463,"Doo-wop, Funk, Gospel music, Rhythm and blues, Soul blues, Rock music, Rock and roll, Jazz, Soul music"
56d803ed53a7ddfc01f9119e,Biohazard,"United States, New York, Brooklyn","Hardcore Punk, Heavy Metal, Rap Metal","Mercury Records, Nuclear Blast, Roadrunner Records, Sanctuary Records, Warner Bros. Records",Group,FALSE,1988,,,20632,87653,NA
56d809a453a7ddfc01f91a1f,BTK,"Canada, Ontario, Toronto","Hip Hop, Rock",Ignition Records,Group,FALSE,,,,NULL,247469,"Hip hop music, Rock music"
56d806c053a7ddfc01f91592,Bocafloja,"Mexico, Mexico City","Hip Hop, Spoken Word","Nomadic Sound System, Quilomboarte",,FALSE,,,,10200,1083045,"Hip hop music, Spoken word, World music"
56d8085453a7ddfc01f91810,Brenda & The Tabulations,"United States, Pennsylvania, Philadelphia",R&B,Shout! Records,Group,TRUE,1966,,,69,76992,NA
56d8085f53a7ddfc01f91818,Brenda Russell,"United States, New York, Brooklyn","Adult Contemporary, Jazz, R&B, Soul, Soul","A&M Records, EMI, Hidden Beach, Warner Bros. Records",Person,FALSE,1949-04-08,,Female,4697,269036,NA
56d8043153a7ddfc01f911fc,Bizzy Bone,"United States, Ohio, Columbus","Midwest Rap, Hip Hop","Ruthless Records, Relativity Records, Epic Records, Thump Records, Virgin Records, Sumerian Records",Person,FALSE,1976-09-12,,Male,2290,113469,Hip hop music
56d80a1753a7ddfc01f91abd,Bull Moose Jackson,"United States, Ohio, Cleveland","Blues, R&B, Dirty Blues","Bogus Records, Charly Records, King Records",Person,TRUE,1919-04-22,1989-07-31,Male,57,533188,"Blues, Rhythm and blues"
56d806ea53a7ddfc01f915e1,Bomfunk MC's,Finland,"Hip Hop, Breakbeat",Epidrome,Group,FALSE,1997,,,4254,10828,NA
56d8070653a7ddfc01f91604,Bone Thugs-N-Harmony,"United States, Ohio, Cleveland",Hip Hop,Universal Music,Group,FALSE,1993,,,103883,80325,"Horrorcore, Hip hop music, Gangsta rap"
56d8046853a7ddfc01f91253,Black Knights,"United States, California, Long Beach",Hip Hop,"Loud Records, Wu-Tang Records",Group,FALSE,,,,778,173160,NA
56d80af753a7ddfc01f91be3,C. Renegade,"England, London","Hip Hop, R&B",Renegade Hardware,Person,FALSE,,,,NULL,52417,NA
56d8072b53a7ddfc01f91636,Boo & Gotti,"United States, Illinois, Chicago","Hip Hop, Midwest Rap","Cash Money Records, Universal Records",Group,TRUE,2001,2003,,10,210799,NA
56d80b1353a7ddfc01f91c15,Caboozy,"United States, Minnesota, Minneapolis","Hip Hop, R&B",FPrecords,,FALSE,,,,NULL,NULL,NA
56d80b2153a7ddfc01f91c32,Cadillac Don & J-Money,"United States, Mississippi, Crawford",Hip Hop,Asylum Records,,FALSE,,,,57,NULL,NA
56d8073453a7ddfc01f91645,Booker T. Jones,"United States, Tennessee, Memphis","Soul, R&B, Blues, Instrumental Rock","Epic Records, A&M Records",Person,FALSE,1944-11-12,,Male,1456,248403,"Instrumental rock, Electric blues, Rhythm and blues"
56d8073453a7ddfc01f91648,Booker T. & The MG's,"United States, Tennessee, Memphis","Blues, R&B, Soul, Instrumental Rock","Atlantic Records, Stax Records, Volt Records",Group,FALSE,1962,,,5110,129348,"Memphis soul, Southern soul, Funk, Instrumental rock, Soul jazz, Rhythm and blues"
56d804a153a7ddfc01f91291,Black Sheep,"United States, New York, Queens",Hip Hop,Mercury Records,Group,FALSE,2002-10,,,3187,14751,NA
56d80b4653a7ddfc01f91c5d,Cage (DE),"United States, New York, Middletown","Rock, Alternative Rock, Hip Hop","Columbia, Fondle 'Em Records, Definitive Jux",Person,FALSE,1973-05-04,,Male,2081,19098,Hip hop music
56d8092e53a7ddfc01f9196b,Brook Benton,"United States, South Carolina, Lugoff","Gospel, Pop, R&B, Singer-Songwriter, Soul","Mercury Records, Cotillion Records, RCA Records",Person,TRUE,1931-09-19,1988-04-09,Male,941,310351,"Pop music, Rhythm and blues"
56d804aa53a7ddfc01f9129e,Black Thought,"United States, Pennsylvania, Philadelphia",Hip Hop,NA,Person,FALSE,1971-10-03,,Male,4871,12466,Hip hop music
56d8093053a7ddfc01f9196f,Brooke Candy,"United States, California, Oxnard",Hip Hop,Independent,Person,FALSE,1989-07-20,,Female,17329,3243307,Hip hop music
56d8094253a7ddfc01f9198a,Brotha Lynch Hung,"United States, California, Sacramento","Hip Hop, Horrorcore, Underground Hip Hop",Strange Music,Person,FALSE,1969-01-10,,Male,9240,298137,"Gangsta rap, West Coast hip hop, Horrorcore"
56d804af53a7ddfc01f912ab,Black Violin,"United States, Florida","Classical, Hip Hop",Independent,Group,FALSE,2004,,,4619,1372618,"Jazz fusion, Hip hop music, Classical music, Jazz, Funk"
56d804b153a7ddfc01f912b0,Black-Ty,"United States, California, Los Angeles",Hip Hop,RCA Records,Person,FALSE,1978-12-30,,Male,54685,78349,"Contemporary R&B, Hip hop music"
56d8094853a7ddfc01f91999,Brothers Keepers,Multinational,"Hip Hop, Political Hip Hop, Reggae, Soul",NA,Group,FALSE,,,,NULL,82078,NA
56d8076f53a7ddfc01f916a0,Boss AC,"Cape Verde, São Vicente Island, Mindelo","Singer-Songwriter, Hip Hop",EMI,Person,FALSE,,,,11885,982362,"Hip hop Tuga, Hip hop music"
56d804cd53a7ddfc01f912d7,Blacko,"France, Île-de-France, Montfermeil","French Hip Hop, Reggae",Back To Zion Records,Person,FALSE,1979-02-05,,Male,NULL,276562,NA
56d80b8d53a7ddfc01f91cce,Calm,"United States, Colorado, Denver",Hip Hop,Dirty Laboratory,Group,FALSE,,,,1,501278,NA
56d8099e53a7ddfc01f91a16,Brädi,"Finland, Päijänne Tavastia, Lahti",Hip Hop,Rähinä Records,Person,FALSE,1979-04-09,,Male,5428,665483,NA
56d80b8e53a7ddfc01f91cd1,Calvin Boze,"United States, Texas, Trinity County","Blues, R&B, Jump Blues","Route 66, Oldies 45",Person,TRUE,1916-10-15,1970-06,Male,13,1016905,NA
56d80b9153a7ddfc01f91cd8,Calvin Crabtree,"United States, Indiana, Columbus","Pop, Gangsta Rap",NA,Person,FALSE,1983-08-08,,Male,3,2968484,NA
56d80b9153a7ddfc01f91cd9,Calvin Mackenzie,South Africa,"Pop, R&B, Dance",NA,Person,FALSE,1989-02-20,,Male,5,NULL,NA
56d809bf53a7ddfc01f91a33,Buck 65,"Canada, Nova Scotia, Mount Uniacke","Hip Hop, Rock",Warner Music Canada,Person,FALSE,1972-03-04,,Male,6215,35528,"Experimental music, Alternative hip hop, Blues, Country music"
56d809ec53a7ddfc01f91a6c,Buddy Miles,"United States, Nebraska, Omaha","Rock, R&B, Funk",Mercury Records,Person,TRUE,1947-09-05,2008-02-26,Male,12638,254578,"Rhythm and blues, Funk"
56d80a1353a7ddfc01f91ab1,Buka,"Poland, Pomeranian Voivodeship, Gdańsk",Hip Hop,Max Flo Records,Person,FALSE,,,,14362,2435986,NA
56d80a2f53a7ddfc01f91aef,Bunny Rabbit,France,"Hip Hop, Pop Rock",Voodoo-EROS,,FALSE,,,,NULL,755440,NA
56d80a8353a7ddfc01f91b53,Busdriver,"United States, California, Los Angeles","Hip Hop, Experimental","Epitaph Records, ANTI-, Mush Records, Fake Four Inc.",Person,FALSE,1978-02-12,,Male,3037,46108,"Alternative hip hop, Underground hip hop"
56d80a8853a7ddfc01f91b58,Bushido,"Germany, North Rhine-Westphalia, Bonn",Hip Hop,NA,Person,FALSE,1978-09-28,,Male,533054,207191,"Gangsta rap, Hip hop music"
56d80bfd53a7ddfc01f91d6b,Candyman,"United States, California, Los Angeles",Hip Hop,Epic Records,Person,FALSE,,,,1023,439221,"Contemporary R&B, Hip hop music"
56d80c1753a7ddfc01f91d87,Canon,"United States, Illinois, Chicago",Christian Hip Hop,Reflection Music Group,Person,FALSE,1989-03-01,,Male,22276,4786161,NA
56d80c2a53a7ddfc01f91da7,Capicua,"Portugal, Porto, Porto",Hip Hop,NA,,FALSE,,,,3792,1211985,NA
56d80c3153a7ddfc01f91db5,Capital Kings,"United States, Washington, D.C.",Christian Hip Hop,Gotee Records,Group,FALSE,2010,,,16005,3319792,"Christian electronic dance music, Dubstep, Christian hip hop, Contemporary Christian music, Electropop, Hip house, House music, Dance-pop"
56d80afb53a7ddfc01f91beb,C.J. Chenier,"United States, Texas, Port Arthur","Cajun, R&B, Swamp Blues, Zydeco",Alligator Records,Person,FALSE,1957-09-28,,Male,87,333234,"Funk, Jazz, Rhythm and blues, Swamp blues, Cajun music, Soul music, Zydeco"
56d80b0353a7ddfc01f91bfc,Ca$h Money Click,United States,Hip Hop,Blunt Recordings,,FALSE,,,,NULL,485531,NA
56d80b0953a7ddfc01f91c02,Cab Calloway,"United States, New York, Rochester","Jazz, Scat, Swing, R&B, Soul, Big Band, Trad Jazz, Vocal Jazz","Columbia, Proper Records, RCA Victor",Person,TRUE,1907-12-25,1994-11-18,Male,7593,253474,"Blues, Jazz, Swing music"
56d80c5653a7ddfc01f91df8,Caput,"Germany, North Rhine-Westphalia, Iserlohn",Hip Hop,Optik Records,,FALSE,,,,1204,NULL,NA
56d80e1a53a7ddfc01f92098,CeCe Winans,"United States, Michigan, Detroit","Contemporary Christian, Gospel, R&B, Worship","Atlantic Records, Sparrow Records",Person,FALSE,1964-10-08,,Female,13016,228461,"Urban contemporary gospel, Rhythm and blues, Gospel music, Contemporary Christian music, Contemporary worship music"
56d80e2253a7ddfc01f920b0,Cee Lo Green,"United States, Georgia, Atlanta","R&B, Soul",Elektra,Person,FALSE,1974-05-30,,Male,114536,57770,NA
56d80e2e53a7ddfc01f920c7,Celi Bee,"United States, New York",R&B,Essential Media Group,Person,FALSE,,,Female,12,58034,NA
56d8131653a7ddfc01f926a0,Clammbon By Nujabes,Japan,"Jazz, Jazz Rap, Hip Hop",Hyde Out Recordings,Person,TRUE,1974-02-19,2010-02-26,Male,NULL,194395,"Japanese jazz, Nu jazz, Hip hop production, Trip hop, Jazz rap, Acid jazz"
56d80d5a53a7ddfc01f91f87,Casey Veggies,"United States, California, Los Angeles",Alternative Hip Hop,NA,Person,FALSE,1993-07-18,,Male,15571,1400324,NA
56d80d5c53a7ddfc01f91f8d,Cash Money & Marvelous,"United States, Pennsylvania, Philadelphia",Hip Hop,Five Day Weekend,Group,FALSE,,,,14,4029,NA
56d80d5f53a7ddfc01f91f96,Casino,"United States, Georgia, Atlanta",Hip Hop,Freebandz Entertainment,Person,FALSE,,,Male,1076708,3219221,NA
56d8132d53a7ddfc01f926c6,"Clarence ""Gatemouth"" Brown","United States, Louisiana, Vinton","Blues, Cajun, Country, R&B, Soul, Southern Rock, Swing","Aladdin Records, Alligator Records, Black And Blue, Chess Records, Orbis, Peacock Records, P-Vine Special, Rounder Records",Person,TRUE,1924-04-18,2005-09-10,Male,2715,332344,"Texas blues, Cajun music, Electric blues, Folk music, Country music, Blues, Swing music, Rhythm and blues, Rock music"
56d80d7e53a7ddfc01f91fb1,Cassandra Steen,"Germany, Baden-Württemberg, Ostfildern","Soul, R&B, Pop",Universal Records,Person,FALSE,1980-02-09,,Female,19704,86476,NA
56d80d8853a7ddfc01f91fc1,Cassie Taylor,"United States, Colorado, Boulder","Blues, Rock, R&B, Jazz","Yellow Dog Records, Hypertension, Ruf Records",Person,FALSE,1986,,Female,272,1011510,"Blues, Psychedelia, Jazz, Indie rock, Electronica"
56d80eaa53a7ddfc01f92178,Chalie Boy,"United States, Texas",Hip Hop,Dirty 3rd Records,Person,FALSE,1979-10-13,,Male,409,250592,NA
56d8136a53a7ddfc01f92728,Clawfinger,Sweden,"Crossover, Rap Metal","Nuclear Blast, Supersonic, WEA",Group,TRUE,1989,2013-08-24,,7974,67153,Heavy metal music
56d8159153a7ddfc01f92a62,Corbin Bleu,"United States, New York, Brooklyn","Pop, R&B",Hollywood Records,Person,FALSE,1989-02-21,,Male,16523,811233,NA
56d80ee453a7ddfc01f921f0,Charlene,"United States, California, Hollywood","Country, Pop, R&B","Motown, Prodigal",Group,FALSE,,,,2,639658,"Country music, Traditional pop music, Pop music"
56d80f0e53a7ddfc01f92208,Charles Hamilton,"United States, Ohio, Cleveland",Hip Hop,"Turn First Records, Republic Records",Person,FALSE,1987-11-10,,Male,1418,767794,"Hip hop music, Experimental music"
56d8136e53a7ddfc01f92730,Clayborne Family,"United States, New York, The Bronx",Hip Hop,Number 6 Records,Group,FALSE,2002,,,94,610351,NA
56d815c453a7ddfc01f92a8b,Corinne Bailey Rae,"England, West Yorkshire, Leeds","R&B, Soul","EMI, Capitol Records, Virgin Records",Person,FALSE,1979-02-26,,Female,73762,237379,NA
56d8137b53a7ddfc01f9274e,Clement Marfo & The Frontline,"England, London","Hip Hop, Rock, Grime",Warner Music Group,,FALSE,,,,2104,2398871,NA
56d813b953a7ddfc01f92775,Clifton Chenier,"United States, Louisiana, Opelousas","Cajun, R&B, Swamp Blues, Zydeco",Arhoolie Records,Person,TRUE,1925-06-25,1987-12-12,Male,653,483697,"Swamp blues, Cajun music, Rhythm and blues, Zydeco, Creole music"
56d80f9253a7ddfc01f922c2,Che'Nelle,"Malaysia, Kota Kinabalu","Pop, R&B, Hip Hop",EMI,Person,FALSE,1983-03-10,,Female,1268,1055693,NA
56d80f9d53a7ddfc01f922cd,Chebaleba,"Finland, Uusimaa, Helsinki",Hip Hop,"Löyly-Viihde, Monsp Records",Person,FALSE,1987-01-30,,Male,1372,2227662,NA
56d80fa453a7ddfc01f922d8,Cheek,"Finland, Päijänne Tavastia, Lahti",Hip Hop,"Sony Music Entertainment, Rähinä Records",Person,FALSE,,,,30645,640345,Hip hop music
56d80fce53a7ddfc01f9232e,Cheryl Lynn,"United States, California, Los Angeles","R&B, Soul","Columbia, Manhattan Records, Virgin Records",Person,FALSE,1957-03-11,,Female,150284,33200,"Soul music, Disco, Rhythm and blues"
56d80e5553a7ddfc01f92101,Centr,"Russia, Moscow",Hip Hop,Монолит,Group,FALSE,2003,,,2246,1706812,NA
56d80e6853a7ddfc01f9212a,Ces Cru,"United States, Missouri, Kansas City",Hip Hop,Strange Music,Group,FALSE,,,,4161,313427,Hip hop music
56d813e453a7ddfc01f927c1,Clouddead,"United States, Ohio, Cincinnati","Experimental, Hip Hop","Mush Records, Big Dada Records",Group,TRUE,1999,2004,,1389,20749,"Experimental hip hop, Alternative hip hop"
56d813f953a7ddfc01f927e7,Clueso,"Germany, Thuringia, Erfurt","Singer-Songwriter, Hip Hop, Reggae, Folk",Four Music,Person,FALSE,1980-04-09,,Male,70868,60650,NA
56d80eaa53a7ddfc01f9217b,Chaka Khan,"United States, Illinois, Great Lakes","R&B, Pop, Funk, Jazz","ABC Records, MCA Records, Warner Bros. Records, Reprise Records, NPG Records, Burgundy Records",Person,FALSE,1953-03-23,,Female,270665,17035,"Adult contemporary music, Rhythm and blues, Gospel music, Disco, Soul music, Jazz, Funk"
56d80eab53a7ddfc01f9217c,Chalie Boy & Tite,"United States, Texas",Hip Hop,Dirty 3rd Records,,FALSE,,,,NULL,NULL,NA
56d8164e53a7ddfc01f92b6d,Cr7z,Germany,Hip Hop,58muzik,,FALSE,,,,5151,1817780,NA
56d8103853a7ddfc01f92391,Childish Gambino,"United States, California, Los Angeles","Underground Hip Hop, Alternative Hip Hop, R&B, Pop",NA,Person,FALSE,1983-09-25,,Male,81616,2482309,NA
56d8104953a7ddfc01f923b5,China (FR),France,"Jazz, R&B, Soul, Pop",Source,Person,FALSE,1978-01-09,,Female,304,7514,NA
56d8166453a7ddfc01f92b98,Craig Smith,"United States, Missouri, Kansas City","Hip Hop, Underground Hip Hop",Independent,,FALSE,,,,NULL,NULL,NA
56d8105953a7ddfc01f923d1,Chinx,"United States, New York, Queens",Hip Hop,Evil Empire,Person,TRUE,1983-12-04,2015-05-17,Male,113012,1623786,Hip hop music
56d8106153a7ddfc01f923e2,Chipmunk,"England, London, Tottenham","Hip Hop, Grime, R&B",NA,Person,FALSE,1990-11-26,,Male,68198,952625,"Contemporary R&B, Grime music, Hip hop music"
56d8168153a7ddfc01f92bdb,Crazy Town,"United States, California, Los Angeles","Alternative Rock, Nu Metal, Rap Rock","Columbia, Membran",Group,FALSE,1995,,,28814,230567,"Alternative rock, Rap rock, Nu metal, Rap metal"
56d80f0d53a7ddfc01f92203,Charles Brown,"United States, Texas, Texas City","Blues, Texas Blues, R&B, Soul, Soul Blues, Rock, Blues Rock, Blues, Soul Jazz","Aladdin Records, King Records, EMI, Route 66",Person,TRUE,1922-09-13,1999-01-21,Male,1197,164575,"Soul music, Jazz, Texas blues, Soul jazz, Blues, Blues rock, Rock music, Soul blues, Rhythm and blues"
56d816cf53a7ddfc01f92c34,Crips,"United States, California, Los Angeles",Hip Hop,NA,Group,FALSE,,,,46,179708,NA
56d80f4453a7ddfc01f92262,Charlie Watts,"England, London, Kingsbury","Rock, Blues, Blues Rock, R&B, Rock 'N' Roll, Psychedelic Rock, Jazz","Pointblank, Virgin Records",Person,FALSE,,,Male,NULL,299325,"Jazz, Rock music, Blues"
56d8144d53a7ddfc01f92864,Cognito,NA,Hip Hop,Strange Music,Person,FALSE,,,Male,206,221510,NA
56d8116053a7ddfc01f924dc,Chris Willis,"United States, Ohio, Dayton","Gospel, R&B",NA,Person,FALSE,,,Male,14086223,36528,"House music, Pop music, Contemporary R&B, Eurodance, Electronic dance music, Gospel music"
56d8116153a7ddfc01f924dd,Chris Ward,"United States, Texas, Houston",Hip Hop,Mobb Style Entertainment,Person,FALSE,,,Male,98,232814,NA
56d816ee53a7ddfc01f92c64,Cro,"Germany, Baden-Württemberg, Stuttgart","Hip Hop, Pop",Chimperator Productions,Person,FALSE,,,Male,1025067,142831,NA
56d80fa753a7ddfc01f922e2,Chef'Special,"The Netherlands, North Holland, Haarlem","Pop, Funk, Hip Hop, Rock, Ska","Kaiser Records, Fueled By Ramen",Group,FALSE,2008,,,43471,2639413,NA
56d8119953a7ddfc01f9252e,Christina Aguilera,"United States, Pennsylvania, Pittsburgh","Dance-Pop, Jazz, Pop, R&B, Teen Pop",RCA Records,Person,FALSE,1980-12-18,,Female,2395469,77855,NA
