rank,id,id_album,title,length,publicationDate,language,language_detect,genre,recordLabel,recorded,runtime,award,Album_Name,Artist_name
428612,5714decb25ac0d8aee3e3465,5714debb25ac0d8aee3576da,Traum,199,2015-07-03,unknown,german,"list(""Pop music"", ""Rapping"")",list(),list(),"list(""194.0"")","list(""Gold"", ""Platinum"")",MTV Unplugged,Cro
429618,5714dec625ac0d8aee3a5a82,5714debb25ac0d8aee351514,Magic,196,2010-04-26,unknown,english,"list(""Synthpop"", ""Alternative rock"", ""Alternative hip hop"")","list(""Atlantic Records"", ""Grand Hustle Records"")","list(""2010"")","list(""196.0"")",list(),The Adventures Of Bobby Ray,unknown
430225,5714dec925ac0d8aee3cd0ff,5714debb25ac0d8aee355310,Superstar,227,2007-10-01,eng,english,"list(""Noise rock"", ""Soul music"", ""Alternative rock"", ""Contemporary R&B"", ""Pop music"")","list(""A&M Records"", ""Epic Records"")","list(""1994"", ""Early 1971"")","list(""226.0"", ""332.0"", ""246.0"")",list(),unknown,unknown
431899,5714dec625ac0d8aee3a5abb,5714debb25ac0d8aee351518,Both Of Us,216,2012-04-30,eng,english,"list(""Political hip hop"", ""Alternative hip hop"", ""Country rap"")","list(""Jim Jonsin"", ""Grand Hustle Records"", ""Atlantic Records"")","list(""2011"")","list(""216.0"")","list(""Platinum"", ""Gold"")",Strange Clouds,unknown
432579,5714dec825ac0d8aee3bbab8,5714debb25ac0d8aee353782,My Prerogative,288,1996-04-29,eng,english,"list(""Dance-pop"", ""New jack swing"", ""Contemporary R&B"")","list(""Jive Records"", ""MCA Records"")","list(""2004"", ""April 1988"")","list(""291.0"", ""213.0"")","list(""Gold"")",unknown,unknown
433386,5714dec725ac0d8aee3b9535,5714debb25ac0d8aee3533fd,Curtain Falls,243,2004-11-15,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Innocent Records"")","list(""June 2004"")","list(""243.0"")",list(),unknown,unknown
434467,5714deca25ac0d8aee3de699,5714debb25ac0d8aee356eef,Hood Took Me Under,219,1992-09-08,unknown,english,"list(""Gangsta rap"", ""West Coast hip hop"")","list(""Orpheus Music"")","list(""1992"")",list(),list(),Music To Driveby,unknown
438200,5714decf25ac0d8aee4194c3,5714debb25ac0d8aee35cd1f,Falling To Pieces,313,2007-10-01,unknown,english,"list(""Rap metal"", ""Funk metal"")","list(""Slash Records"")","list(""Studio D in Sausalito, California"", ""December 1988"")","list(""312.0"")",list(),unknown,unknown
438560,5714dec625ac0d8aee3a3cbb,5714debb25ac0d8aee35120f,Obsesion (Dance Remix),30,2010-10-29,unknown,spanish,"list(""Contemporary R&B"", ""Latin pop"", ""Hip hop music"", ""Bachata (music)"")","list(""Sony Music Entertainment"", ""Columbia Records"")","list(""2002"", ""2005"", ""2013"")","list(""252.0"")",list(),unknown,unknown
439045,5714dec425ac0d8aee38e767,5714debb25ac0d8aee34edc1,Drake:Fireworks,313,2010-06-11,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Young Money Entertainment"", ""Cash Money Records"", ""Universal Motown Records"", ""Aspire Music Group"")","list(""2010"")","list(""313.0"")",list(),unknown,unknown
439749,5714decb25ac0d8aee3e3461,5714debb25ac0d8aee3576da,Whatever,234,2015-07-03,unknown,german,"list(""Rapping"", ""Pop music"")",list(),list(),"list(""194.0"")","list(""Gold"", ""Platinum"")",MTV Unplugged,Cro
439807,5714dec625ac0d8aee3a5ac0,5714debb25ac0d8aee351518,Out Of My Mind,222,2012-04-30,unknown,english,"list(""Hardcore hip hop"", ""Dubstep"")","list(""Atlantic Records"", ""Grand Hustle Records"")","list(""2012"")","list(""216.0"")",list(),Strange Clouds,unknown
440332,5714decd25ac0d8aee3fdade,5714debb25ac0d8aee35a1b7,Lord Give Me A Sign,208,2006-07-28,unknown,english,"list(""Christian hip hop"")","list(""Ruff Ryders Entertainment"", ""Columbia Records"", ""Sony Urban Music"")","list(""2006"")","list(""208.0"")",list(),Here We Go Again,DMX
447234,5714dec825ac0d8aee3bbabb,5714debb25ac0d8aee353782,Every Little Step,236,1996-04-29,eng,english,"list(""New jack swing"", ""Pop music"", ""Contemporary R&B"")","list(""MCA Records"")",list(),"list(""237.0"")",list(),unknown,unknown
449856,5714dec925ac0d8aee3d0960,5714debb25ac0d8aee3558fc,Through The Fire,286,2006-04-18,unknown,english,"list(""Adult contemporary music"", ""Quiet storm"", ""Contemporary R&B"")","list(""Warner Bros. Records"")","list(""1984"")","list(""285.0"")",list(),I Feel For You,Chaka Khan
450867,5714dec425ac0d8aee390339,5714debb25ac0d8aee34f0d2,Loving You Is Killing Me,205,2010-09-28,unknown,english,"list(""Contemporary R&B"", ""Soul music"")","list(""Stones Throw Records"")","list(""2000"")","list(""204.0"")",list(),unknown,unknown
451079,5714dec425ac0d8aee38e74e,5714debb25ac0d8aee34edbf,New Day,244,2009-12-11,eng,english,"list(""Contemporary R&B"")","list(""RCA Records"")",list(),"list(""242.0"")",list(),Girl On Fire,unknown
455720,5714deca25ac0d8aee3d6fdf,5714debb25ac0d8aee35630b,Ven Conmigo (Solamente Tú),192,1999-12-30,unknown,spanish,"list(""Contemporary R&B"", ""Dance-pop"")","list(""RCA Records"")","list(""October–November 1998"", ""May 2000"")","list(""203.0"", ""189.0"", ""220.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
455906,5714dec725ac0d8aee3b087c,5714debb25ac0d8aee35265b,Naughty Girl,209,2004-05-03,unknown,english,"list(""Funk"", ""Disco"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""2002"")","list(""208.0"")","list(""Gold"", ""Platinum"")",Dangerously In Love,Beyoncé
456713,5714deca25ac0d8aee3d6fd0,5714debb25ac0d8aee35630a,Come On Over Baby (All I Want Is You),204,1999-07-15,eng,english,"list(""Contemporary R&B"", ""Dance-pop"")","list(""RCA Records"")","list(""October–November 1998"", ""May 2000"")","list(""203.0"", ""189.0"", ""220.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
457977,5714dec625ac0d8aee3accb0,5714debb25ac0d8aee352019,Emotion,219,2005-01-01,eng,english,"list(""Contemporary R&B"", ""Rhythm and blues"", ""Pop music"", ""Soul music"")","list(""Private Stock Records"", ""Columbia Records"")","list(""April 1977 in Criteria Studios, Miami"", ""2001"")","list(""223.0"", ""235.0"")",list(),unknown,unknown
460431,5714dec625ac0d8aee3abe13,5714debb25ac0d8aee351ebd,Ch-Check It Out,192,2004-06-15,eng,english,"list(""Alternative hip hop"")","list(""Capitol Records"")","list(""2004"")","list(""190.0"", ""192.0"")",list(),To The 5 Boroughs,Beastie Boys
461723,5714dec325ac0d8aee381488,5714debb25ac0d8aee34d796,Scenario,250,2011-04-22,unknown,english,"list(""Alternative hip hop"")","list(""Jive Records"")","list(""1991"")","list(""250.0"")",list(),unknown,unknown
462645,5714dec525ac0d8aee3a0089,5714debb25ac0d8aee350b91,I Love College,241,2009-04-20,eng,english,"list(""Alternative hip hop"")","list(""SRC Records"", ""School Boy Records"", ""Universal Motown Records"")",list(),"list(""246.0"")",list(),Asleep In The Bread Aisle,unknown
462680,5714decc25ac0d8aee3ec206,5714debb25ac0d8aee35854d,Ice Cube:Check Yo Self,222,2003-02-27,unknown,english,"list(""West Coast hip hop"", ""G-funk"", ""Gangsta rap"")","list(""Priority Records"")","list(""1992"")","list(""222.0"")","list(""Platinum"")",unknown,unknown
464941,5714dec325ac0d8aee381d3f,5714debb25ac0d8aee34d894,Age Ain't Nothing But A Number,252,2007-06-11,eng,english,"list(""Contemporary R&B"", ""Hip hop soul"")","list(""Jive Records"", ""Blackground Records"")","list(""Chicago Recording Company"", ""1993"")","list(""253.0"")",list(),Age Ain't Nothing But A Number,unknown
466217,5714decf25ac0d8aee410bc4,5714debb25ac0d8aee35bf16,Free Your Mind,293,2007-10-29,eng,english,"list(""Dance music"", ""Contemporary R&B"", ""Funk rock"")","list(""East West Records"")","list(""December 1991—January 1992"")","list(""292.0"", ""250.0"")",list(),Funky Divas,En Vogue
466461,5714deca25ac0d8aee3d84d2,5714debb25ac0d8aee3564ef,Promise,267,2006-11-07,unknown,english,"list(""Soul music"", ""Downtempo"", ""Contemporary R&B"")","list(""LaFace Records"")","list(""Soapbox Studios, Atlanta, Georgia"")","list(""269.0"", ""299.0"")",list(),The Evolution,unknown
466929,5714deca25ac0d8aee3d4814,5714debb25ac0d8aee355ef9,I. The Crawl,209,2013-12-09,unknown,english,"list(""Alternative hip hop"")","list(""Glassnote Records"", ""Island Records"")","list(""2013"")","list(""209.0"")",list(),Because The Internet,Childish Gambino
468379,5714dece25ac0d8aee40ff2a,5714debb25ac0d8aee35bdf7,Mosh,317,2006-10-30,unknown,english,"list(""Rap rock"", ""Political hip hop"", ""Hardcore hip hop"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")",list(),"list(""317.0"")",list(),Encore,Eminem
468567,5714dec925ac0d8aee3d0929,5714debb25ac0d8aee3558f7,I'm Every Woman,247,2005-09-20,eng,english,"list(""Dance-pop"", ""Funk"", ""House music"", ""Rhythm and blues"", ""Disco"", ""Contemporary R&B"")","list(""Warner Bros. Records"", ""Arista Records"")","list(""1978"", ""March - May 1992"")","list(""265.0"", ""287.0"")",list(),Chaka,Chaka Khan
472636,5714dec525ac0d8aee3a2061,5714debb25ac0d8aee350ede,The Tide Is High (Get The Feeling),206,2003-03-01,eng,english,"list(""Reggae"", ""Dance-pop"", ""Rocksteady"", ""Canadian hip hop"", ""Dancehall"")","list(""Chrysalis Records"", ""KonLive Distribution"", ""Geffen Records"", ""Black Jays"", ""Virgin Records"", ""Warner Music Group"")","list(""2008"")","list(""222.0"", ""206.0"", ""160.0"", ""235.0"", ""279.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
473353,5714dec825ac0d8aee3bd10a,5714debb25ac0d8aee3539d2,Tha Crossroads,222,1999-10-08,eng,english,"list(""Hip hop music"", ""Contemporary R&B"", ""Midwest hip hop"")","list(""Ruthless Records"", ""East West Records"")","list(""1995"", ""2002"")","list(""190.0"", ""224.0"")",list(),E. 1999 Eternal,Bone Thugs-N-Harmony
473885,5714dec825ac0d8aee3bd783,5714debb25ac0d8aee353a67,I Can't Make You Love Me,331,2003-05-01,eng,english,"list(""Pop music"", ""Adult contemporary music"", ""Electropop"", ""Contemporary R&B"", ""Electronic dance music"")","list(""Decca Records"", ""Virgin Records"", ""Capitol Records"", ""DesiHits"", ""DreamWorks Records"", ""Universal Music TV"", ""RedOne Records"", ""Interscope Records"")","list(""2008"", ""1996"", ""1990"", ""2011-09-22"")","list(""333.0"", ""323.0"", ""317.0"", ""218.0"")",list(),unknown,unknown
474032,5714dec825ac0d8aee3bf0b0,5714debb25ac0d8aee353d04,A Song For Mama,301,2008-05-05,eng,english,"list(""Contemporary R&B"")","list(""Motown"")","list(""1997"")","list(""305.0"", ""270.0"")","list(""Platinum"")",Evolution,Boyz II Men
481730,5714decf25ac0d8aee413797,5714debb25ac0d8aee35c37e,Wonderful Tonight,225,1996-09-02,unknown,english,"list(""Contemporary R&B"", ""Country music"", ""Soft rock"")","list(""Big Life"", ""RSO Records"", ""Curb Records"")","list(""May 1977"")","list(""223.0"", ""241.0"")","list(""Million"", ""Silver"", ""Platinum"", ""Gold"")",unknown,unknown
482698,5714deca25ac0d8aee3d39b5,5714debb25ac0d8aee355d9e,Crazy Stupid Love,225,2014-07-20,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Polydor Records"")",list(),"list(""226.0"")","list(""Gold"")",unknown,unknown
484444,5714decb25ac0d8aee3e345a,5714debb25ac0d8aee3576da,Einmal Um Die Welt,236,2015-07-03,unknown,german,"list(""Rapping"", ""Pop music"")",list(),list(),"list(""141.0"")","list(""Gold"", ""Platinum"")",MTV Unplugged,Cro
484731,5714dec325ac0d8aee386d23,5714debb25ac0d8aee34e157,Walk This Way,220,2011-08-26,eng,english,"list(""Folk rock"", ""Hard rock"", ""Bluegrass music"", ""Rap rock"", ""Funk rock"")","list(""Profile Records"", ""Columbia Records"", ""SCI Fidelity Records"")","list(""1985"", ""January–February 1975"", ""1997"", ""December 2006"", ""Record Plant Studios"")","list(""218.0"", ""212.0"", ""286.0"", ""173.0"", ""317.0"")",list(),unknown,unknown
485323,5714dec725ac0d8aee3b10fa,5714debb25ac0d8aee35274a,Loser,219,2015-05-01,kor,croatian,"list(""Hip hop music"", ""PBR&B"")","list(""YG Entertainment"")",list(),"list(""219.0"")",list(),unknown,unknown
485368,5714dec925ac0d8aee3c865e,5714debb25ac0d8aee354b99,The Distance,180,2001-02-05,unknown,english,"list(""Rap rock"", ""Alternative hip hop"", ""Alternative rock"")","list(""Capricorn Records"")",list(),"list(""180.0"")",list(),unknown,unknown
486483,5714decc25ac0d8aee3f7d12,5714debb25ac0d8aee359849,Diana Ross & Lionel Richie:Endless Love,267,2007-09-10,eng,english,"list(""Contemporary R&B"", ""Country music"", ""Pop music"")","list(""Motown"", ""Epic Records"", ""Universal Music Group Nashville"")","list(""2011"")","list(""258.0"", ""264.0"", ""261.0"")","list(""Silver"", ""Gold"", ""Platinum"")",unknown,unknown
489490,5714dece25ac0d8aee40febf,5714debb25ac0d8aee35bdf1,The Notorious B.I.G.:Dead Wrong,297,2005-04-20,eng,english,"list(""Horrorcore"", ""Hardcore hip hop"", ""Gangsta rap"")","list(""Bad Boy Records"")",list(),"list(""298.0"")",list(),Off The Wall,Eminem
490718,5714dec725ac0d8aee3b916e,5714debb25ac0d8aee353393,Fire Water Burn,291,2014-11-05,eng,english,"list(""Alternative rock"", ""Rap rock"")","list(""Jimmy Franks Recording Company"", ""Geffen Records"", ""Republic Records"")","list(""1996"")","list(""291.0"")",list(),unknown,unknown
490726,5714dec725ac0d8aee3b1d1d,5714debb25ac0d8aee352879,My Last,254,2011-03-07,unknown,english,"list(""Contemporary R&B"", ""Pop-rap"")","list(""GOOD Music"", ""Def Jam Recordings"")","list(""2010"")","list(""254.0"", ""319.0"")","list(""Gold"")",Finally Famous,unknown
491705,5714dec425ac0d8aee389b01,5714debb25ac0d8aee34e634,Beautiful,312,2008-11-28,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"", ""Dance-pop"")","list(""Konvict Muzik"", ""Universal Records (defunct record label)"")",list(),"list(""312.0"", ""231.0"")",list(),Freedom,unknown
493255,5714dec425ac0d8aee38e6ef,5714debb25ac0d8aee34edba,Eve:Gangsta Lovin',214,2001-06-25,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Interscope Records"", ""Ruff Ryders Entertainment"")","list(""2002"")","list(""239.0"")",list(),Remixed & Unplugged In A Minor,unknown
493788,5714dec725ac0d8aee3b08cb,5714debb25ac0d8aee35265f,Destiny's Child:Survivor,241,2003-07-25,eng,english,"list(""Dance-pop"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""July 2000"", ""SugarHill Studios"")","list(""254.0"")","list(""Silver"", ""Gold"", ""Platinum"")",unknown,unknown
494304,5714deca25ac0d8aee3d4dce,5714debb25ac0d8aee355f94,Holidae In,314,2006-09-26,eng,english,"list(""Pop-rap"", ""Hip hop music"")","list(""Capitol Records"", ""Disturbing tha Peace"")","list(""2003"")","list(""314.0"", ""272.0"")","list(""Gold"")",unknown,unknown
497886,5714deca25ac0d8aee3d5075,5714debb25ac0d8aee355fd0,Champion,239,2011-02-28,eng,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Jive Records"")","list(""2010"")","list(""238.0"", ""354.0"")",list(),unknown,unknown
500845,5714dec425ac0d8aee389ad8,5714debb25ac0d8aee34e632,Bananza (Belly Dancer),238,2007-07-02,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Universal Records (defunct record label)"", ""SRC Records"")","list(""October 2003"")","list(""240.0"")",list(),Trouble,unknown
501059,5714dec325ac0d8aee388147,5714debb25ac0d8aee34e370,Candy,180,2010-05-02,eng,english,"list(""Contemporary R&B"", ""Synthpop"", ""Dance-pop"", ""Grime music"")","list(""Future Records (UK label)"", ""Mercury Records"")","list(""2010"")","list(""180.0"")",list(),AggroSantos.com,unknown
501171,5714deca25ac0d8aee3d57bc,5714debb25ac0d8aee3560ad,Loyal,264,2013-12-19,eng,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""RCA Records"")","list(""2013"")","list(""264.0"")","list(""Gold"")",X,unknown
502166,5714dec325ac0d8aee381d72,5714debb25ac0d8aee34d897,Miss You,247,2008-05-19,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Blackground Records"", ""Universal Music Group"")","list(""fall of 1999 Sony Music Studios"")","list(""245.0"")",list(),I Care 4 U,unknown
502290,5714decd25ac0d8aee3fda49,5714debb25ac0d8aee35a1b0,We Right Here,267,2001-09-24,unknown,english,"list(""East Coast hip hop"")","list(""Ruff Ryders Entertainment"", ""Def Jam Recordings"")","list(""2000"")","list(""269.0"")",list(),The Great Depression,DMX
506180,5714decd25ac0d8aee3fda03,5714debb25ac0d8aee35a1ab,Slippin',306,1998-12-22,unknown,english,"list(""Political hip hop"")","list(""Ruff Ryders Entertainment"", ""Def Jam Recordings"")","list(""1998"")","list(""305.0"")",list(),"Flesh Of My Flesh, Blood Of My Blood",DMX
506218,5714decd25ac0d8aee3fc84a,5714debb25ac0d8aee359f9f,"Fix Up, Look Sharp",224,2003-07-21,eng,english,"list(""Rap rock"", ""Grime music"")","list(""XL Recordings"")",list(),"list(""224.0"")",list(),unknown,unknown
506626,5714dec925ac0d8aee3d1003,5714debb25ac0d8aee35598f,Ciara:Get Up,261,2007-03-27,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Crunk"", ""Dance music"")","list(""LaFace Records"")",list(),"list(""261.0"")",list(),unknown,unknown
508525,5714dec825ac0d8aee3bc2c4,5714debb25ac0d8aee353846,Slow Down,258,2005-04-26,unknown,english,"list(""Contemporary R&B"")","list(""Disturbing tha Peace"", ""Def Jam Recordings"")","list(""2004"")","list(""258.0"", ""236.0"")",list(),Bobby Valentino,unknown
510019,5714dec425ac0d8aee38cef9,5714debb25ac0d8aee34eaf5,The Boy Does Nothing,214,2008-10-31,unknown,english,"list(""Swing music"", ""Contemporary R&B"", ""Jazz"", ""Mambo (music)"")","list(""Asylum Records"")",list(),"list(""214.0"")",list(),unknown,unknown
512865,5714decf25ac0d8aee4162ee,5714debb25ac0d8aee35c7e7,Bring Me To Life,283,2009-09-14,eng,english,"list(""Crossover (music)"", ""Nu metal"", ""Alternative metal"", ""Rap rock"", ""Soft rock"")","list(""Wind-up Records"", ""Warner Bros. Records"")","list(""2002"")","list(""226.0"", ""237.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
514783,5714decb25ac0d8aee3e343e,5714debb25ac0d8aee3576d8,Traum,196,2014-12-28,unknown,german,"list(""Pop music"", ""Rapping"")",list(),list(),"list(""194.0"")","list(""Gold"", ""Platinum"")",Melodie,Cro
515632,5714dec625ac0d8aee3a3d14,5714debb25ac0d8aee351214,All Up 2 You,218,2010-04-06,unknown,english,"list(""Contemporary R&B"")",list(),"list(""2009"")","list(""218.0"")",list(),unknown,unknown
516983,5714decf25ac0d8aee411bc4,5714debb25ac0d8aee35c0cb,Lloro Por Ti,247,2008-03-21,unknown,spanish,"list(""Pop music"", ""Latin pop"", ""Contemporary R&B"")","list(""Universal Music Latin Entertainment"")","list(""2007"")","list(""241.0"", ""276.0"")",list(),unknown,unknown
517636,5714decf25ac0d8aee418664,5714debb25ac0d8aee35cbd0,Make Me Better,253,2007-12-03,unknown,english,"list(""East Coast hip hop"", ""Hip hop music"", ""Contemporary R&B"")","list(""Def Jam Recordings"", ""Desert Storm Records"")","list(""2007"", ""Brooklyn, New York, United States and Hollywood, Los Angeles, California, United States"")","list(""253.0"")",list(),From Nothin' To Somethin',unknown
519659,5714dec325ac0d8aee381d4b,5714debb25ac0d8aee34d895,One In A Million,270,2007-12-27,eng,english,"list(""Contemporary R&B"", ""Downtempo"")","list(""Atlantic Records"", ""Blackground Records"")","list(""at Pyramid Studios"", ""1996"")","list(""270.0"")",list(),One In A Million,unknown
519890,5714dec725ac0d8aee3b561f,5714debb25ac0d8aee352daa,Just A Friend,238,2008-06-24,eng,english,"list(""Pop-rap"", ""Comedy hip hop"")","list(""Cold Chillin' Records"")","list(""1989"")","list(""240.0"")",list(),The Biz Never Sleeps,unknown
522054,5714dec825ac0d8aee3c18eb,5714debb25ac0d8aee354124,Determinate,198,2011-04-08,unknown,english,"list(""Pop music"", ""Pop-rap"", ""Pop rock"", ""Dance-pop"")","list(""Walt Disney Records"")","list(""2010"")","list(""198.0"")",list(),unknown,unknown
532686,5714deca25ac0d8aee3d57a2,5714debb25ac0d8aee3560ab,Strip,169,2011-11-18,unknown,english,"list(""Hip hop"", ""Contemporary R&B"")","list(""RCA Records"")",list(),"list(""169.0"")",list(),Boy In Detention,unknown
536433,5714decd25ac0d8aee402bdf,5714debb25ac0d8aee35a9a6,2 Chainz:No Lie,237,2012-05-22,eng,english,"list(""Hip hop music"", ""Southern hip hop"")","list(""Def Jam Recordings"")","list(""2012"")","list(""239.0"")","list(""Gold"")",unknown,unknown
536794,5714dec825ac0d8aee3c1de6,5714debb25ac0d8aee3541c3,I Love Rock 'N' Roll,186,2003-06-24,eng,english,"list(""Hard rock"", ""Pop rock"", ""Contemporary R&B"")","list(""Jive Records"", ""Boardwalk Records"", ""Rak Records"")","list(""2008"", ""March 2001"", ""1975"", ""1981"")","list(""186.0"", ""175.0"", ""168.0"")","list(""Gold"")",unknown,unknown
537050,5714dec425ac0d8aee3926c7,5714debb25ac0d8aee34f4b3,1 Thing,258,2005-04-26,eng,english,"list(""Go-go"", ""Hip hop soul"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""June 2004; Night Flight Recording Studios"", ""Sony Music Studios"")","list(""239.0"")","list(""Gold"", ""Silver"")",Touch,unknown
539532,5714dece25ac0d8aee40f4fe,5714debb25ac0d8aee35bcf0,My Kind Of Love,198,2013-06-12,eng,english,"list(""Soul music"", ""Contemporary R&B"")","list(""Virgin Records"")",list(),list(),"list(""Silver"", ""Gold"")",Our Version Of Events,Emeli Sandé
539685,5714deca25ac0d8aee3dd05b,5714debb25ac0d8aee356cb1,Up In Flames,193,2011-10-19,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Parlophone"")","list(""The Bakery and The Beehive"", ""July–September 2011 at"")","list(""167.0"", ""193.0"")",list(),unknown,unknown
540310,5714dec625ac0d8aee3abd58,5714debb25ac0d8aee351eb5,No Sleep Till Brooklyn,246,1995-03-28,eng,english,"list(""Rap rock"", ""Hard rock"")","list(""Columbia Records"", ""Def Jam Recordings"")","list(""Spring 1986"")","list(""249.0"")",list(),Licensed To Ill,Beastie Boys
540569,5714dec925ac0d8aee3c94b7,5714debb25ac0d8aee354d23,Word Up!,261,2008-02-25,eng,english,"list(""Glam metal"", ""Pop rock"", ""Heavy metal music"", ""Nu metal"", ""Hard rock"", ""Funk"", ""Hip hop music"", ""Contemporary R&B"")","list(""A&M Records"", ""Atlanta Artists"", ""Epic Records"", ""Columbia Records"", ""Syco Music"", ""Warner Bros. Records"")","list(""2004"", ""2014"", ""1986"", ""1994"", ""November 1998"")","list(""205.0"", ""173.0"", ""323.0"", ""209.0"", ""261.0"")",list(),Word Up!,unknown
540782,5714decc25ac0d8aee3f4f2a,5714debb25ac0d8aee35938f,Let's Hear It For The Boy,260,1999-03-22,eng,english,"list(""Contemporary R&B"", ""Freestyle music"", ""Dance-pop"", ""Synthpop"")","list(""Columbia Records"")","list(""1983"")","list(""261.0"")",list(),unknown,unknown
541227,5714deca25ac0d8aee3d84e6,5714debb25ac0d8aee3564f0,Love Sex Magic,220,2009-03-12,eng,english,"list(""Electro (music)"", ""Contemporary R&B"", ""Dance-pop"")","list(""LaFace Records"")","list(""2008"")","list(""220.0"")",list(),Fantasy Ride,unknown
542203,5714dece25ac0d8aee40ff9a,5714debb25ac0d8aee35bdfc,So Far...,317,2013-11-05,unknown,english,"list(""Rap rock"", ""Comedy hip hop"")","list(""Aftermath Entertainment"", ""Interscope Records"", ""Shady Records"")","list(""Effigy Studios , Shangri La Studios"")","list(""317.0"")",list(),The Marshall Mathers LP 2,Eminem
542861,5714decc25ac0d8aee3f8611,5714debb25ac0d8aee359920,Last Night,388,2007-08-13,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Atlantic Records"", ""Bad Boy Records"")","list(""2006"")","list(""386.0"", ""258.0"")",list(),Press Play,Diddy
542953,5714dec725ac0d8aee3b94f9,5714debb25ac0d8aee3533fa,All Rise,224,2004-11-15,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Virgin Records"", ""Innocent Records"")","list(""Stargate Studios, Norway"")","list(""224.0"")",list(),unknown,unknown
549125,5714dece25ac0d8aee404ff1,5714debb25ac0d8aee35ad70,Rio,284,1998-11-09,unknown,english,"list(""New wave music"", ""Synthpop"", ""Contemporary R&B"", ""Electronic music"", ""Pop music"")","list(""Harvest Records"", ""EMI"", ""Modern Records"", ""Interscope Records"", ""A&M Records"")","list(""at AIR Studios, London"", ""2007"", ""January–February 1982"")","list(""237.0"", ""311.0"", ""274.0"", ""219.0"", ""334.0"", ""280.0"", ""329.0"")",list(),unknown,unknown
549338,5714dec825ac0d8aee3c648e,5714debb25ac0d8aee354880,Alles Verloren,267,2007-11-09,unknown,german,"list(""German hip hop"")","list(""Ersguterjunge"")",list(),list(),list(),7,Bushido
549450,5714decc25ac0d8aee3f62c4,5714debb25ac0d8aee3595a5,"Bills, Bills, Bills",256,1999-07-26,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""December 1998"")","list(""256.0"")","list(""Silver"", ""Gold"")",The Writing's On The Wall,unknown
554444,5714deca25ac0d8aee3d84d0,5714debb25ac0d8aee3564ef,Like A Boy,237,2009-07-24,unknown,english,"list(""Political hip hop"", ""Contemporary R&B"")","list(""LaFace Records"")","list(""Chalice Studios"")","list(""240.0"")",list(),The Evolution,unknown
555442,5714dec325ac0d8aee385e77,5714debb25ac0d8aee34dfb4,Freak Like Me,253,2005-02-08,unknown,english,"list(""Electronica"", ""Synthpop"", ""UK garage"", ""Contemporary R&B"")","list(""Positiva Records"", ""East West Records"", ""Island Records"")","list(""London"", ""England"")","list(""289.0"", ""253.0"", ""194.0"")","list(""Silver"")",Do You Wanna Ride?,unknown
558870,5714decb25ac0d8aee3e3416,5714debb25ac0d8aee3576d5,Du,175,2012-07-27,unknown,german,"list(""Rapping"", ""Pop music"")",list(),list(),"list(""174.0"")","list(""Gold"", ""Platinum"")",Raop,Cro
559122,5714dec325ac0d8aee381d5d,5714debb25ac0d8aee34d896,Rock The Boat,277,2008-06-30,eng,english,"list(""Contemporary R&B"")","list(""Blackground Records"", ""Virgin Records"")","list(""2000"")","list(""275.0"")",list(),Aaliyah,unknown
562021,5714dec525ac0d8aee39dbd3,5714debb25ac0d8aee3507bd,Baby I,197,2014-12-18,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Republic Records"")","list(""2013"")","list(""197.0"")","list(""Gold"")",Yours Truly,Ariana Grande
562786,5714dec625ac0d8aee3a5abd,5714debb25ac0d8aee351518,So Good,213,2014-12-18,eng,english,"list(""Alternative hip hop"")","list(""Atlantic Records"", ""Grand Hustle Records"")","list(""2011"")","list(""213.0"")","list(""Platinum"")",Strange Clouds,unknown
564513,5714dec825ac0d8aee3c18dc,5714debb25ac0d8aee354123,Hurricane,243,2012-10-23,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"", ""Pop music"", ""Reggae fusion"")","list(""Hollywood Records"")","list(""2011"")","list(""243.0"")","list(""Gold"")",unknown,unknown
