rank,id,id_album,title,length,publicationDate,language,language_detect,genre,recordLabel,recorded,runtime,award,Album_Name,Artist_name
241,5714dec825ac0d8aee3bf070,5714debb25ac0d8aee353cfe,End Of The Road,255,1994-10-20,unknown,english,"list(""Contemporary R&B"")","list(""Motown"", ""Arista Records"", ""LaFace Records"")","list(""Spring 1992, Philadelphia"")","list(""348.0"")",list(),Cooleyhighharmony,Boyz II Men
833,5714dec625ac0d8aee3a9e9a,5714debb25ac0d8aee351b97,Right Here Waiting,205,2015-12-16,eng,english,"list(""Soft rock"", ""Contemporary R&B"")","list(""EMI Records"", ""Arista Records"")","list(""1988-12-11"", ""1998"")","list(""269.0"", ""264.0"")",list(),unknown,unknown
4454,5714deca25ac0d8aee3d57cd,5714debb25ac0d8aee3560ad,Don't Think They Know,296,0000-00-00,unknown,english,"list(""Contemporary R&B"")","list(""RCA Records"")","list(""20012013"")","list(""241.0"")",list(),X,unknown
7487,5714decd25ac0d8aee4021a1,5714debb25ac0d8aee35a8b9,Nuthin' But A 'G' Thang,217,2003-01-01,unknown,english,"list(""West Coast hip hop"")","list(""Death Row Records"")","list(""June 1992"")","list(""238.0"")","list(""Platinum"")",The Chronic,Dr. Dre
64127,5714deca25ac0d8aee3d37c5,5714debb25ac0d8aee355d68,Saturday Love,390,2012-02-06,unknown,english,"list(""Contemporary R&B"", ""Dance music"", ""Soul music"")","list(""Tabu Records"")","list(""1985"")","list(""291.0"")",list(),High Priority,unknown
64964,5714decd25ac0d8aee3f8988,5714debb25ac0d8aee35996b,Die Atzen Frauenarzt & Manny Marc:Disco Pogo,204,2010-02-05,unknown,german,"list(""Electronica (Musik)"", ""Hip-Hop"")","list(""Kontor Records"")",list(),"list(""204.0"")",list(),Disco Pogo,unknown
68299,5714dec525ac0d8aee398e5c,5714debb25ac0d8aee34ff6f,Hallelujah,238,2011-01-01,unknown,english,"list(""Gospel music"", ""Contemporary R&B"", ""Folk music"", ""Alternative rock"", ""Folk rock"")","list(""Syco Music"", ""Universal Records (defunct record label)"", ""Columbia Records"")","list(""2008"", ""Late 1993–94, at Bearsville Studios, Bearsville, New York"", ""June 1984"")","list(""219.0"", ""413.0"", ""276.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
69154,5714dece25ac0d8aee40fe8d,5714debb25ac0d8aee35bdee,Just Don't Give A Fuck,228,1999-04-12,unknown,english,"list(""Horrorcore"", ""Hardcore hip hop"")","list(""Aftermath Entertainment"", ""Interscope Records"")","list(""1997"")","list(""242.0"")",list(),The Slim Shady EP,Eminem
71691,5714dec325ac0d8aee386e80,5714debb25ac0d8aee34e16d,Just Push Play,194,2002-07-01,eng,english,"list(""Hard rock"", ""Rap rock"")","list(""Columbia Records"")","list(""2001"")","list(""231.0"", ""197.0"")",list(),unknown,unknown
83333,5714dec425ac0d8aee393411,5714debb25ac0d8aee34f646,Hotline Bling,188,2016-08-25,unknown,english,"list(""Contemporary R&B"", ""Hip hop soul"")","list(""Cash Money Records"", ""Republic Records"")",list(),"list(""259.0"")",list(),unknown,unknown
92742,5714dec425ac0d8aee389adb,5714debb25ac0d8aee34e632,Pot Of Gold,274,0000-00-00,unknown,english,"list(""Soul music"", ""Contemporary R&B"", ""Political hip hop"")","list(""Universal Records (defunct record label)"", ""SRC Records"")","list(""2004"")","list(""203.0"")",list(),Trouble,unknown
97784,5714dec625ac0d8aee3aabdd,5714debb25ac0d8aee351ce2,Please Don't Go (Bad Behaviour Remix),405,2009-09-28,unknown,english,"list(""Soul music"", ""Eurodance"", ""Techno"", ""Contemporary R&B"", ""Electronic dance music"", ""Dance music"", ""Adult contemporary music"")","list(""TK Records"", ""Network Records"", ""Dance Nation (record label)"")","list(""2007"")","list(""198.0"", ""223.0"")",list(),unknown,unknown
98198,5714dec725ac0d8aee3b0f27,5714debb25ac0d8aee35270d,Umbrella,176,2009-11-27,eng,english,"list(""Contemporary R&B"", ""Rockabilly"")","list(""Warner Bros. Records"", ""Def Jam Recordings"")","list(""2007"")","list(""275.0"", ""187.0"")","list(""Gold"", ""Platinum"")",unknown,unknown
119026,5714decc25ac0d8aee3f25e3,5714debb25ac0d8aee358f3a,Lean On Me,241,2003-08-01,unknown,english,"list(""Hip hop music"", ""Funk"", ""Soul music"", ""New jack swing"", ""Contemporary R&B"")","list(""Warner Bros. Records"", ""Epic Records"")","list(""1986"", ""1998"", ""1972"")","list(""218.0"", ""238.0"", ""225.0"", ""257.0"", ""356.0"")",list(),unknown,unknown
126025,5714dec425ac0d8aee390101,5714debb25ac0d8aee34f094,Help!,130,2002-07-22,eng,english,"list(""Contemporary R&B"", ""Pop music"", ""Folk rock"")","list(""Capitol Records"", ""London Records"", ""Parlophone"")","list(""1984"", ""London"", ""--04-13"", ""January 1989"", ""Abbey Road Studios"", ""Pye Studios, London"", ""--05-13"")","list(""270.0"", ""138.0"", ""143.0"")",list(),unknown,unknown
126053,5714dec925ac0d8aee3c921c,5714debb25ac0d8aee354cd7,Mariah Carey:Boy (I Need You),197,2003-03-24,eng,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Island Records"")",list(),"list(""314.0"")",list(),unknown,unknown
155775,5714dec825ac0d8aee3c364b,5714debb25ac0d8aee354419,B.o.B:Nothin' On You,217,2011-08-24,unknown,english,"list(""Pop-rap"", ""Contemporary R&B"")","list(""Grand Hustle Records"", ""Atlantic Records"")","list(""2009"")","list(""269.0"", ""217.0"")","list(""Gold"", ""N/A"", ""Platinum"")",unknown,unknown
175177,5714dec725ac0d8aee3b168f,5714debb25ac0d8aee3527d5,I Want To Know What Love Is,185,2011-08-09,eng,english,"list(""Pop rock"", ""Contemporary R&B"", ""Country pop"", ""Gospel music"", ""Soft rock"")","list(""Curb Records"", ""Island Records"", ""Atlantic Records"", ""Columbia Records"", ""Asylum Records"")","list(""July 1984"")","list(""207.0"", ""12.0"", ""255.0"", ""381.0"", ""7.0"", ""295.0"", ""281.0"", ""218.0"")","list(""Platinum"")",unknown,unknown
178665,5714dec725ac0d8aee3b1693,5714debb25ac0d8aee3527d5,I Just Called To Say I Love You,193,2011-08-09,eng,english,"list(""Synthpop"", ""Soul music"", ""Contemporary R&B"")","list(""Motown"")",list(),"list(""256.0"", ""376.0"", ""404.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
179091,5714dec825ac0d8aee3c6134,5714debb25ac0d8aee354843,Patti LaBelle:On My Own,291,2009-07-14,unknown,english,"list(""Pop music"", ""Country music"", ""Contemporary R&B"")","list(""MCA Inc."", ""Universal Music Group Nashville"")","list(""1985"")","list(""240.0"", ""274.0"")",list(),unknown,unknown
182602,5714decd25ac0d8aee3fc489,5714debb25ac0d8aee359f36,Divine:Lately,260,2005-06-21,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Polydor Records"")","list(""1998"", ""2000"")","list(""310.0"", ""258.0"")","list(""Platinum"")",unknown,unknown
186880,5714decb25ac0d8aee3e9eb1,5714debb25ac0d8aee358182,Wonderful Tonight,214,2013-01-28,unknown,english,"list(""Contemporary R&B"", ""Country music"", ""Soft rock"")","list(""Big Life"", ""RSO Records"", ""Curb Records"")","list(""May 1977"")","list(""223.0"", ""241.0"")","list(""Million"", ""Silver"", ""Platinum"", ""Gold"")",unknown,unknown
192575,5714dec725ac0d8aee3bafea,5714debb25ac0d8aee353684,Hallelujah,208,2011-09-13,unknown,english,"list(""Gospel music"", ""Contemporary R&B"", ""Folk music"", ""Alternative rock"", ""Folk rock"")","list(""Syco Music"", ""Universal Records (defunct record label)"", ""Columbia Records"")","list(""2008"", ""Late 1993–94, at Bearsville Studios, Bearsville, New York"", ""June 1984"")","list(""219.0"", ""413.0"", ""276.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
203169,5714dec625ac0d8aee3aaa61,5714debb25ac0d8aee351cbe,Sorry Seems To Be The Hardest Word,246,2007-09-10,unknown,english,"list(""Contemporary R&B"", ""Pop music"", ""Soft rock"")","list(""The Rocket Record Company"", ""MCA Records"", ""Universal Records (defunct record label)"")","list(""Eastern Sound, Toronto, Ontario, Canada, March 1976"")","list(""221.0"", ""228.0"", ""197.4"")","list(""Gold"", ""Silver"")",unknown,unknown
217920,5714dec425ac0d8aee3926b8,5714debb25ac0d8aee34f4b2,Why Don't We Fall In Love,210,2010-08-17,eng,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""September 2001"")","list(""159.0"")",list(),All I Have,unknown
227954,5714deca25ac0d8aee3ddb04,5714debb25ac0d8aee356dbb,I Adore Mi Amor,228,2014-11-25,unknown,english,"list(""Contemporary R&B"")","list(""Warner Bros. Records"", ""Giant Records (Warner)"", ""Reprise Records"")",list(),"list(""289.0"")",list(),unknown,unknown
242314,5714deca25ac0d8aee3ddcd8,5714debb25ac0d8aee356df9,Dirt Road Anthem,282,2015-02-20,unknown,english,"list(""Country music"", ""Country rap"")","list(""Broken Bow Records"")",list(),"list(""230.0"")","list(""Platinum"")",unknown,unknown
243630,5714dec425ac0d8aee395d69,5714debb25ac0d8aee34fa79,Lloyd:Dedication To My Ex (Miss That),238,2015-02-06,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Interscope Records"", ""Zone 4 (record label)"")","list(""2010"")","list(""236.0"")",list(),unknown,unknown
243808,5714decf25ac0d8aee41625f,5714debb25ac0d8aee35c7df,Gangsta Lovin',240,2008-03-08,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Interscope Records"", ""Ruff Ryders Entertainment"")","list(""2002"")","list(""239.0"")",list(),Eve-Olution,unknown
247621,5714dec525ac0d8aee397bbd,5714debb25ac0d8aee34fd6c,Snow On The Sahara,257,2011-12-19,eng,english,"list(""Contemporary R&B"", ""World music"")","list(""Epic Records"")","list(""1997"")","list(""259.0"", ""220.0"")",list(),unknown,unknown
248159,5714dec625ac0d8aee3a3ca7,5714debb25ac0d8aee35120e,Gone,268,0000-00-00,unknown,english,"list(""Soul music"", ""Pop music"", ""Contemporary R&B"")","list(""Jive Records"")","list(""2001"")","list(""294.0"")",list(),unknown,unknown
253301,5714dec725ac0d8aee3b08ae,5714debb25ac0d8aee35265e,Flaws And All,249,2007-04-03,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""Roc the Mic, New York City"")","list(""247.0"")",list(),B'Day,Beyoncé
255141,5714dec725ac0d8aee3b044f,5714debb25ac0d8aee3525d6,Where Are You Baby?,259,2007-04-02,eng,english,"list(""Dance-pop"", ""Pop-rap"")","list(""Rhythm King"")","list(""1990"")","list(""255.0"")",list(),unknown,unknown
255578,5714dec425ac0d8aee38f51d,5714debb25ac0d8aee34ef4f,War Of Nerves,307,1998-01-01,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""London Records"")","list(""May 1997"")","list(""292.0"")",list(),All Saints,All Saints
255992,5714dec725ac0d8aee3b169d,5714debb25ac0d8aee3527d6,Greatest Love Of All,180,1992-04-10,eng,english,"list(""Soul music"", ""Contemporary R&B"")","list(""Arista Records"")","list(""December 1984"")","list(""288.0"")",list(),unknown,unknown
256449,5714dece25ac0d8aee4065f8,5714debb25ac0d8aee35af81,Hive,292,2015-04-06,unknown,english,"list(""Alternative hip hop"")",list(),"list(""Syd tha Kyd and Matt Martians's Old House"", ""2013"")","list(""278.0"")",list(),Doris,Earl Sweatshirt
257304,5714deca25ac0d8aee3dcbdd,5714debb25ac0d8aee356c3c,What You Got,243,2008-09-16,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Geffen Records"", ""KonLive Distribution"")","list(""2007"")","list(""218.0"", ""245.0"")",list(),unknown,unknown
258056,5714dec725ac0d8aee3b088d,5714debb25ac0d8aee35265c,Krazy In Luv,270,2003-09-15,eng,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Pop music"")","list(""Columbia Records"")","list(""December 2002–March 2003; Sony Music Studios"")","list(""236.0"")","list(""Platinum"", ""Gold"")",Live At Wembley,Beyoncé
260156,5714dec625ac0d8aee3ac5d0,5714debb25ac0d8aee351f7d,Beercan,240,2015-05-18,unknown,english,"list(""Alternative hip hop"", ""Alternative rock"", ""Neo-psychedelia"")","list(""Bong Load Custom Records"", ""DGC Records"")",list(),"list(""241.0"")",list(),unknown,unknown
261107,5714dec725ac0d8aee3af022,5714debb25ac0d8aee3523c3,Take My Breath Away,367,2015-03-27,eng,english,"list(""Synthpop"", ""Contemporary R&B"", ""Pop music"")","list(""Columbia Records"", ""Geffen Records"")","list(""2004"", ""1986"")","list(""255.0"", ""195.0"")",list(),unknown,unknown
261971,5714decd25ac0d8aee401d5a,5714debb25ac0d8aee35a846,Whoa Is Me,223,2009-10-06,unknown,english,"list(""Rap rock"")","list(""Universal Motown Records"")","list(""2010"")","list(""223.0"")",list(),unknown,unknown
264263,5714dec725ac0d8aee3b08cd,5714debb25ac0d8aee35265f,Ring The Alarm,159,2007-11-19,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2006"")","list(""203.0"")","list(""Gold"")",unknown,unknown
264520,5714dec425ac0d8aee38f81b,5714debb25ac0d8aee34efa9,So Much In Love,212,2005-04-19,unknown,english,"list(""Contemporary R&B"", ""Doo-wop"")","list(""Cameo-Parkway Records"")",list(),"list(""128.0"")",list(),All-4-One,unknown
264618,5714decd25ac0d8aee3fda47,5714debb25ac0d8aee35a1b0,Who We Be,287,2001-09-24,unknown,english,"list(""Rap rock"", ""Hardcore hip hop"", ""East Coast hip hop"")","list(""Ruff Ryders Entertainment"", ""Def Jam Recordings"")","list(""Chaton Studios,"", ""2001"")","list(""265.0"")",list(),The Great Depression,DMX
265235,5714dec425ac0d8aee39005a,5714debb25ac0d8aee34f07d,All Cried Out,186,2015-02-19,eng,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Columbia Records"", ""Crave Records"")","list(""1997"")","list(""275.0"")",list(),Allure,unknown
265411,5714dec825ac0d8aee3c32cc,5714debb25ac0d8aee3543d4,The Ghost Of Tom Joad,520,2008-07-14,eng,english,"list(""Alternative metal"", ""Rap metal"", ""Folk rock"")","list(""Columbia Records"")","list(""April–June 1995 (at Thrill Hill West in Los Angeles)"")","list(""38.0"", ""263.0"")",list(),unknown,unknown
266429,5714dec425ac0d8aee38f518,5714debb25ac0d8aee34ef4f,Let's Get Started,255,1998-01-01,unknown,english,"list(""Dance music"", ""Contemporary R&B"")","list(""London Records"", ""ZTT Records"")","list(""1995"", ""1997"")","list(""259.0"", ""180.0"")",list(),All Saints,All Saints
267224,5714dec925ac0d8aee3d3204,5714debb25ac0d8aee355cc5,Jos Mä Oisin Sä,231,2009-05-13,unknown,finnish,"list(""Rapping"")","list(""Rähinä Records"")",list(),"list(""231.0"")",list(),Jare Henrik Tiihonen,Cheek
267303,5714decd25ac0d8aee3fed09,5714debb25ac0d8aee35a386,Help!,164,2007-03-06,eng,english,"list(""Contemporary R&B"", ""Pop music"", ""Folk rock"")","list(""Capitol Records"", ""London Records"", ""Parlophone"")","list(""1984"", ""London"", ""--04-13"", ""January 1989"", ""Abbey Road Studios"", ""Pye Studios, London"", ""--05-13"")","list(""270.0"", ""138.0"", ""143.0"")",list(),unknown,unknown
267408,5714decd25ac0d8aee3fdadd,5714debb25ac0d8aee35a1b7,We In Here,236,2006-01-01,unknown,english,"list(""Hardcore hip hop"")","list(""Sony Urban Music"", ""Columbia Records"", ""Ruff Ryders Entertainment"")","list(""2005"")","list(""234.0"")",list(),Here We Go Again,DMX
268433,5714dec825ac0d8aee3bbaba,5714debb25ac0d8aee353782,Rock Wit'cha,286,1996-04-29,eng,english,"list(""Contemporary R&B"", ""Pop music"", ""Quiet storm"", ""Soul music"")","list(""MCA Records"")","list(""1989"")","list(""304.0"", ""287.0"")",list(),unknown,unknown
268481,5714dec525ac0d8aee39eb48,5714debb25ac0d8aee35094c,Mr. Wendal,207,2008-06-16,unknown,english,"list(""Alternative hip hop"", ""Contemporary R&B"")","list(""EMI"", ""Chrysalis Records"")","list(""1991"")",list(),list(),"3 Years, 5 Months & 2 Days In The Life Of...",unknown
268553,5714dec625ac0d8aee3abd73,5714debb25ac0d8aee351eb7,So What'cha Want,217,1999-11-23,eng,english,"list(""Rap rock"", ""Alternative hip hop"")","list(""Capitol Records"")",list(),"list(""216.0"")",list(),Check Your Head,Beastie Boys
269336,5714dec625ac0d8aee3a6cab,5714debb25ac0d8aee3516c2,I'll Never Break Your Heart,288,1997-11-12,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Jive Records"")","list(""Parc Studios"", ""Spring 1995;"", ""Platinum Post Studios"")","list(""265.0"", ""288.0"")",list(),unknown,unknown
269449,5714dec425ac0d8aee38e748,5714debb25ac0d8aee34edbe,Karma,193,2010-05-10,eng,english,"list(""Alternative hip hop"", ""Contemporary R&B"", ""Classical music"")","list(""J Records"")","list(""Quad Recording Studios"", ""KrucialKeys Studios,"")","list(""256.0"")",list(),unknown,unknown
269699,5714decb25ac0d8aee3e61e4,5714debb25ac0d8aee357b8f,"I Love You, Goodbye",213,2000-10-30,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Warner Music Group"")","list(""2005-01-30"")","list(""246.0"")",list(),unknown,unknown
270829,5714dec625ac0d8aee3abd64,5714debb25ac0d8aee351eb6,3-Minute Rule,219,1989-07-31,eng,english,"list(""Hip hop music"", ""Experimental hip hop"")","list(""Capitol Records"")",list(),"list(""219.0"")",list(),Paul's Boutique,Beastie Boys
270927,5714dec825ac0d8aee3bd869,5714debb25ac0d8aee353a7c,Hallelujah,297,1995-08-30,eng,english,"list(""Gospel music"", ""Contemporary R&B"", ""Folk music"", ""Alternative rock"", ""Folk rock"")","list(""Syco Music"", ""Universal Records (defunct record label)"", ""Columbia Records"")","list(""2008"", ""Late 1993–94, at Bearsville Studios, Bearsville, New York"", ""June 1984"")","list(""219.0"", ""413.0"", ""276.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
271676,5714dec825ac0d8aee3c1430,5714debb25ac0d8aee3540a8,Find Myself In You,253,2006-11-20,unknown,english,"list(""Contemporary R&B"")",list(),list(),list(),list(),Ten,unknown
271989,5714dec325ac0d8aee386e2b,5714debb25ac0d8aee34e16a,Walk This Way,248,1998-10-20,eng,english,"list(""Folk rock"", ""Hard rock"", ""Bluegrass music"", ""Rap rock"", ""Funk rock"")","list(""Profile Records"", ""Columbia Records"", ""SCI Fidelity Records"")","list(""1985"", ""January–February 1975"", ""1997"", ""December 2006"", ""Record Plant Studios"")","list(""218.0"", ""212.0"", ""286.0"", ""173.0"", ""317.0"")",list(),unknown,unknown
272717,5714decb25ac0d8aee3e817e,5714debb25ac0d8aee357e95,Hallelujah,255,2011-11-15,unknown,english,"list(""Gospel music"", ""Contemporary R&B"", ""Folk music"", ""Alternative rock"", ""Folk rock"")","list(""Syco Music"", ""Universal Records (defunct record label)"", ""Columbia Records"")","list(""2008"", ""Late 1993–94, at Bearsville Studios, Bearsville, New York"", ""June 1984"")","list(""219.0"", ""413.0"", ""276.0"")","list(""Platinum"", ""Gold"")",unknown,unknown
272965,5714dec625ac0d8aee3a5a7f,5714debb25ac0d8aee351514,Bet I,257,2010-04-26,unknown,english,"list(""Southern hip hop"", ""Hip hop music"")","list(""Atlantic Records"", ""Jim Jonsin"", ""Grand Hustle Records"")","list(""2010"")","list(""257.0"")",list(),The Adventures Of Bobby Ray,unknown
273583,5714dec325ac0d8aee38814c,5714debb25ac0d8aee34e370,Like U Like,205,2011-01-16,eng,english,"list(""Contemporary R&B"", ""Grime music"", ""Electro hop music"")","list(""Mercury Records"", ""Future Records (UK label)"")","list(""2010"")","list(""206.0"")",list(),AggroSantos.com,unknown
274600,5714dec625ac0d8aee3aabbc,5714debb25ac0d8aee351ce1,Please Don't Go,168,2008-01-15,unknown,english,"list(""Soul music"", ""Eurodance"", ""Techno"", ""Contemporary R&B"", ""Electronic dance music"", ""Dance music"", ""Adult contemporary music"")","list(""TK Records"", ""Network Records"", ""Dance Nation (record label)"")","list(""2007"")","list(""198.0"", ""223.0"")",list(),unknown,unknown
274632,5714dec625ac0d8aee3abdc3,5714debb25ac0d8aee351ebb,Intergalactic,212,1999-11-23,eng,english,"list(""Alternative hip hop"")","list(""Capitol Records"")","list(""1997"")","list(""231.0"")",list(),Hello Nasty,Beastie Boys
274788,5714decb25ac0d8aee3e5c9a,5714debb25ac0d8aee357b0c,How I Could Just Kill A Man,203,2000-09-07,eng,english,"list(""West Coast hip hop"", ""Hardcore hip hop"", ""Rap metal"")","list(""Epic Records"", ""Columbia Records"", ""Revelation Records"", ""Ruffhouse Records"")","list(""1990"")","list(""244.0"", ""248.0"")",list(),Live At The Fillmore,unknown
274946,5714dec925ac0d8aee3c9eb2,5714debb25ac0d8aee354e1f,I Am Beautiful,177,0000-00-00,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Interscope Records"", ""19 Recordings"")","list(""2013"")","list(""176.0"")",list(),Music Speaks,unknown
275577,5714deca25ac0d8aee3d506e,5714debb25ac0d8aee355fcf,Until You Were Gone,212,2010-05-03,eng,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Jive Records"")","list(""2010"")","list(""210.0"")",list(),I Am Chipmunk,Chipmunk
276473,5714decc25ac0d8aee3ed9c2,5714debb25ac0d8aee3587b6,Golden Years,240,1990-03-12,eng,english,"list(""Rock music"", ""Contemporary R&B"", ""Disco"", ""Soul music"", ""Funk"")","list(""RCA Records"", ""Virgin Records"")","list(""1985"", ""Cherokee Studios, Hollywood, October 1975"", ""Cherokee Studios, Hollywood CA"")","list(""240.0"", ""228.0"", ""202.0"")",list(),unknown,unknown
276819,5714dec725ac0d8aee3b08a6,5714debb25ac0d8aee35265e,Ring The Alarm,205,2007-04-03,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2006"")","list(""203.0"")","list(""Gold"")",B'Day,Beyoncé
278183,5714dec725ac0d8aee3b9491,5714debb25ac0d8aee3533ea,Hit 'Em Up Style (Oops!),250,2003-12-01,unknown,english,"list(""Contemporary R&B"", ""Hip hop soul"")","list(""Arista Records"")","list(""2000"")","list(""250.0"")",list(),unknown,unknown
278232,5714dec525ac0d8aee39a5f4,5714debb25ac0d8aee350211,Struggle No More,234,2007-01-09,unknown,english,"list(""Soul music"", ""Contemporary R&B"")","list(""Atlantic Records"")","list(""2006"")","list(""234.0"")",list(),unknown,unknown
278530,5714dec725ac0d8aee3b0909,5714debb25ac0d8aee352662,Mine,378,0000-00-00,unknown,english,"list(""PBR&B"")","list(""Parkwood Entertainment"", ""Columbia Records"")","list(""Oven Studios"", ""2013"")","list(""378.0"")",list(),Beyoncé,Beyoncé
279974,5714dec625ac0d8aee3abd76,5714debb25ac0d8aee351eb7,Something's Got To Give,208,1999-11-23,eng,english,"list(""Hardcore punk"", ""Alternative hip hop"", ""Jazz-funk"", ""Rap rock"")","list(""Capitol Records"")","list(""1991"")","list(""3209.0"")",list(),Check Your Head,Beastie Boys
282209,5714dec325ac0d8aee381d42,5714debb25ac0d8aee34d894,No One Knows How To Love Me Quite Like You Do,245,2001-07-23,eng,english,"list(""Contemporary R&B"", ""New jack swing"")","list(""Jive Records"", ""Blackground Records"")","list(""1993"", ""Chicago Recording Company"")","list(""247.0"", ""217.0"")",list(),Age Ain't Nothing But A Number,unknown
282236,5714dec925ac0d8aee3d0f06,5714debb25ac0d8aee355983,Grown And Sexy,243,2006-06-26,eng,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Universal Records (defunct record label)"", ""Chamillitary Entertainment"", ""G-Unit Records"")",list(),"list(""243.0"")",list(),The Sound Of Revenge,unknown
282890,5714dec325ac0d8aee381d74,5714debb25ac0d8aee34d897,Come Over,235,2007-12-27,eng,english,"list(""Contemporary R&B"")","list(""Blackground Records"", ""Universal Records (defunct record label)"")","list(""2001"")","list(""235.0"")",list(),I Care 4 U,unknown
282956,5714dec725ac0d8aee3b045e,5714debb25ac0d8aee3525d7,Where Are You Baby,253,2010-09-10,eng,english,"list(""Dance-pop"", ""Pop-rap"")","list(""Rhythm King"")","list(""1990"")","list(""255.0"")",list(),unknown,unknown
283240,5714decb25ac0d8aee3e9b7a,5714debb25ac0d8aee358141,Red,234,2009-05-14,eng,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Columbia Records"")",list(),"list(""233.0"")","list(""Gold"")",Love & War,unknown
283867,5714dec925ac0d8aee3c8e71,5714debb25ac0d8aee354c7c,I Wanna Be Rich,315,2013-01-22,unknown,english,"list(""Synthpop"", ""Contemporary R&B"", ""Dance-rock"")","list(""Epic Records"")","list(""1988"")","list(""288.0"", ""270.0"")",list(),unknown,unknown
284270,5714dece25ac0d8aee404fa4,5714debb25ac0d8aee35ad6b,Rio,315,1989-11-13,unknown,english,"list(""New wave music"", ""Synthpop"", ""Contemporary R&B"", ""Electronic music"", ""Pop music"")","list(""Harvest Records"", ""EMI"", ""Modern Records"", ""Interscope Records"", ""A&M Records"")","list(""at AIR Studios, London"", ""2007"", ""January–February 1982"")","list(""237.0"", ""311.0"", ""274.0"", ""219.0"", ""334.0"", ""280.0"", ""329.0"")",list(),unknown,unknown
284514,5714dec925ac0d8aee3d3211,5714debb25ac0d8aee355cc6,Jippikayjei,203,2010-08-11,unknown,finnish,"list(""Rapping"")","list(""Rähinä Records"")",list(),"list(""203.0"")",list(),Jare Henrik Tiihonen 2,Cheek
284515,5714dec625ac0d8aee3ac625,5714debb25ac0d8aee351f85,Nicotine & Gravy,312,1999-01-01,eng,english,"list(""Alternative rock"", ""Funk"", ""Contemporary R&B"")","list(""Geffen Records"")",list(),"list(""315.0"")",list(),unknown,unknown
284863,5714decc25ac0d8aee3f6d1a,5714debb25ac0d8aee3596be,Runaway,209,2010-10-24,unknown,english,"list(""Grime music"", ""British hip hop"")","list(""Island Records"", ""Universal Music Group"")","list(""2010"")","list(""209.0"")",list(),unknown,unknown
286753,5714dec525ac0d8aee39a089,5714debb25ac0d8aee350169,From The Heart,296,2003-04-11,eng,english,"list(""Contemporary R&B"")",list(),"list(""1999"")",list(),list(),unknown,unknown
287456,5714decd25ac0d8aee3ff944,5714debb25ac0d8aee35a49c,Not Enough Love In The World,234,2009-06-12,unknown,english,"list(""Contemporary R&B"", ""Pop music"", ""Soft rock"", ""Pop rock"", ""Rock music"")","list(""Geffen Records"", ""Warner Music Group"")","list(""1995"", ""1984"")","list(""234.0"", ""264.0"")",list(),unknown,unknown
288305,5714dec725ac0d8aee3b08a7,5714debb25ac0d8aee35265e,Kitty Kat,235,2007-04-03,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2006"")","list(""235.0"")",list(),B'Day,Beyoncé
288732,5714dec625ac0d8aee3abd70,5714debb25ac0d8aee351eb7,Gratitude,165,1999-11-23,eng,english,"list(""Rapcore"", ""Hardcore punk"")","list(""Capitol Records"")","list(""1991"")","list(""165.0"")",list(),Check Your Head,Beastie Boys
289067,5714deca25ac0d8aee3d7050,5714debb25ac0d8aee356313,Not Myself Tonight,185,2010-03-31,unknown,english,"list(""Electro (music)"", ""Electropop"", ""Contemporary R&B"")","list(""RCA Records"")","list(""2009"")","list(""185.0"")","list(""Gold"")",unknown,unknown
289084,5714dec325ac0d8aee381f1d,5714debb25ac0d8aee34d8c2,Leave It Up To Me,178,2003-10-21,eng,english,"list(""Pop-rap"", ""Dance-pop"", ""Teen pop"")","list(""Nick Records"", ""Jive Records"")",list(),"list(""179.0"")",list(),unknown,unknown
